question,answer,image_id
how many pillows are there on the bed,2,image1168
what is the object on the floor,box,image1168
how many chairs are there,8,image6
how many brown ladders are there,1,image6
how many black cameras are hanging next to the wall,3,image6
what are the red objects,ladder,image7
how many monitors are there,3,image7
how many black cameras are there,5,image7
how many clockes are on the white wall above the telephon,1,image8
what is the green object behind the chair nest to the telephon and clock,curtain,image8
how many green objects are there,1,image8
what is the red object on the white wall behind the garbage bin,fire_extinguisher,image8
what is the white object on the while wall,paper_rack,image10
how many large cobalt objects are there,1,image10
how many printers are there,2,image11
how many white stapler are there on the table,3,image11
how many peices of paper are there on the white wall behind the paper rack,2,image12
what is the round object on the second right white cabinet,clock,image13
how many pictures are above the clock on the white second right cabinet,2,image13
how many white monitors are there,1,image13
how many fans are there,1,image13
how many black swivel chairs are there around the brown table,6,image19
what object is above the brown table and below the white ceiling,projector,image19
how many mauve swivel chairs are there,1,image19
what is the black and white round object on the top right of the brown cork board,clock,image22
what is the cobalt object on the floor and next to the table,garbage_bin,image22
what is the white object on the black table and next to the white board,printer,image22
how many black swivel chairs are there in front of the white wall,1,image23
how many black telephones are there on the light brown table,1,image23
what is the object on the top right of the brown corck board,clock,image23
how many staplers are there on the light brown table under the bookshelf,2,image24
what is the large white object next to the white wall on the small table,printer,image24
how many printers are there,1,image25
how many rulers are there,1,image25
what is the object below the two red chairs,whiteboard,image26
how many red chairs are there,5,image27
what object is in front of the window below the ceiling,projector_screen,image27
what is the large white object in the left corner,toilet,image44
how many toothbrushes are there,2,image44
what is the light pink object next to the sink,hair_brush,image44
what is the object next to the sink and in front of the glass,toothpaste,image44
what color is the hair brush,pink,image45
what is the object behind the toothpaste,glass,image45
what is the violet object next to the faucet,bottle_of_soap,image48
what is the large white object in the right side,sink,image48
what color is the sink,white,image48
what is the light pink object next to the sink,bottle_of_soap,image49
how many blue electronic tooth brushes are there,1,image49
how many cobalt tooth brushes are there,2,image49
what is the large camel object on the right side,sofa,image50
what color is the couch,brown,image50
how many lamps are there,1,image50
how many pillows are there on corner of the camel couch,1,image50
how many black armchairs are there next to the white wall,1,image51
what is the largest object,bookshelf,image51
what is the white object in the candlestick,candle,image52
how many bananas are there in the black plate,2,image52
what is the large object on the white wall behind the white candles,mirror,image52
what is the metallic object nest to the white wall on the floor,bin,image53
what is the largest object on the table,book,image53
what is the large white object on the table next to the book,laptop,image54
how many objects are there on the wall,2,image54
how many brown pillows are there on the bed,2,image58
how many objects are there on the wall,1,image58
how many white pillows are there on the bed,1,image64
how many black objects are there,1,image65
what is the large brown object,dresser,image66
what is the largest object,1,image66
what is the large white object in the left side of the light brown dresser,curtain,image66
how many brown objects are there,1,image66
what is the largest object,bookshelf,image67
what color is the dresser,brown,image68
what solor is the bookshelf,brown,image69
how many pink bags are there,1,image69
how many pillows are there in on the bed,2,image70
how many candles are there,2,image1379
what color are the walls,blue,image1381
how many mirrors are on the wall,1,image1405
how many dark brown chairs are there,8,image1406
how many purple chairs are there,1,image1419
how many white chairs are there around the dinner table,8,image1428
how many windows are there,1,image1438
how many pillows are there on the sofa in the right side of the man,2,image229
how many windows are there,3,image1324
what color is the microwave,white,image791
what is the red object hanged on the white wall nest to the umbrella,bag,image150
what is the brown object in front of the sofa,carton,image486
how many windows are there,4,image275
what color is the ball next to the bed,red,image1185
how many monitors are there,1,image819
how many pillows are there on the big couch,2,image368
what color is the chair,red,image256
what is the object above the toilet and the sink,mirror,image738
what color is the garbage bin,white,image826
what is the largest object,piano,image1282
how many dressers are there,2,image1047
how many tables are there,2,image1419
how many sinks are there,2,image735
what is the big white object in the right side,ironing_board,image492
how many windows are there,3,image748
how many brown round tables are there,2,image227
how many chairs are there,1,image887
how many rectangle frames are there on the wall and above the lamp,1,image217
what is the object on the wall and above the television,clock,image163
what color is the telephone,black,image856
what color is the board,black,image323
how many frames are there on the wall and above the dresser,3,image921
how many objects are there on the white blanket,1,image953
what is the big black object next to the books,television,image1251
what color is the roll of paper towels,1,image252
how many dark brown chairs are there around the table,3,image799
how many black chairs are there next to the table,2,image596
how many towels are there,3,image674
how many laptops are there,1,image146
what is the big white object in the right side of the brown bed,pillow,image398
how many white knives are there,2,image898
how many squer tables are there,1,image342
what is the object in front of the window,curtain,image1113
how many beds are there,2,image931
where are the books,bookshelf,image627
what is largest object,table,image1359
what is the big white object behind the table,refridgerator,image415
how many sofas are there,2,image598
how many light brown desks are there in front of the white wall and behind the dark brown chair,1,image1173
how many white candles are there,3,image1428
how many beds are there,2,image1186
what is the green object in front of the whiteboard,plant,image120
what color are the chairs,blue,image307
how many dark brown squere tea table are there,1,image419
how many blue tables are there,1,image319
what is the white object in front of the wall,towel,image665
what is the big white object in the left side on the black electronic kettle,refridgerator,image875
what color are the cabinets,brown,image138
what color is the sofa,brown,image1311
how many mirrors are there on the wall and next to the window,1,image990
how many blue chairs are there around the round table,4,image322
what color is the garbage bin,white,image952
what color are the armchairs,brown,image379
how many televisions are there,1,image595
what color is the blanket,white,image1105
how many frames are there on the wall,3,image1161
what color is the dresser,brown,image1055
what is the big white object in the right side,toilet,image730
what color is the door,white,image485
how many frames are there on the wall,1,image888
what is the object in the right side of the faucet and in front of the mirror,bottle_of_soap,image702
how many green lamps are there on the desk,1,image585
what color are the walls,purple,image93
what color are the bed sheets,white,image1140
how many laptops are there,1,image376
how many televisions are there,1,image164
what is the big object behind the big black table,fireplace,image1313
how many plants are there,2,image900
what is the biggest object,bed,image914
what color are the bed sheets,red,image989
how many picture frames are there on the wall,3,image1017
how many plum pillows are there on the brown carpet and next to the bed,1,image1063
what is the big object in the left side of the big black dresser,dresser,image530
how many toilet papers are there,5,image704
what color is the tissue box,purple,image501
how many chairs are there,3,image901
what color is the swivel chair,black,image624
what color is the television,black,image402
what color is the towel,white,image729
what is the white object in the left side of the toilet,garbage_bin,image497
what is the white object ext to the hair brush,hair_dryer,image720
how many armchairs are there,2,image1232
what color are the cabinets,brown,image796
how many beds are there,1,image950
how many black chairs are there in front of the white wall,2,image615
what is the brown object on the bed,blanket,image82
what color is the garbage bin,blue,image338
how many pillows are there on the sofa,1,image1267
how many chairs are there,1,image831
how manu blue chair are there,8,image290
what color is the table,black,image1273
how many red pillow are there on the bed next to the black pillow,2,image978
what color is the bed,brown,image535
what is on the cardboard box,telephone,image3
what is there next to the scissor on the table,tape,image3
what is behind the tape,book,image3
how many liquid bottles are there on the table,10,image4
what is in front of the table,chair,image4
what is on the right side of the laptop,plastic_cup_of_coffee,image4
what is the largest item,table,image5
what is the colour of the text on the whiteboard,green,image5
how many speakers are there in the room,3,image5
what is on the left side of the whiteboard,stacked_chairs,image5
how many chairs are there,8,image6
what is the colour of the computer,black,image6
what is the color of the chairs,blue,image6
how many monitors are there,3,image7
what is in front of the projector screen,ladder,image7
how many speakers are there,5,image7
what is in between the monitor that is on and off,green_screen,image7
what is hung on the wall above the telephone,clock,image8
what is in front of the closed door,garbage_bin,image8
what is the colour of the screen,green,image8
what is there in front of the screen,chair,image8
how many doors are open,1,image8
how many machines are there,3,image10
what are the machines on the table,"fax_machine, printer",image10
what is the color of the rack placed above the table,white,image10
what is on the left side of the printer,pen_cup,image11
what is the color of the stand next to the fax machine,blue,image11
how many shelves are filled in the rack,19,image11
how many papers are stuck on the wall,7,image11
what is the color of box that has nyu printed on it,white,image12
how many doors are there in the room,5,image12
what is the color of the cupboard that is close to the garbage bin,gray,image12
what is the color of the garbage bin,blue,image12
what is the color of the computer monitor,white,image13
how many pictures are stuck around the clock,5,image13
what is on the wall,projector_screen,image19
what is suspended from the ceiling,projector,image19
how many chairs are there surrounding the table,6,image19
what is near the wall,stacked_chairs,image19
what is the colour of the chair near the stacked chairs,red,image19
what is the largest object,table,image20
how many tables are there,3,image20
what is stuck on the right wall,paper,image20
what is behind the glue,bottle_of_liquid,image22
what is left of the table,garbage_bin,image22
what is on the chair,jacket,image23
how many framed pictures are there,1,image23
what is on the left of the poster board,coat_hanger,image23
how many sticky notes are there on the poster board,2,image23
how many shelf racks are there on the wall,3,image24
how many doors are there on the cupboard,4,image24
what is on the brown table,printer,image24
what are the machines,"printer, fax_machine",image24
how many cables are visible,6,image25
how many stacks of paper are there on the table,2,image25
what is in front of the blinds,projector_screen,image26
what is on the left wall of the projector screen,whiteboard,image26
how many blinds are there,1,image26
what is behind the black box on the table,perfume,image27
how many blinds are visible,2,image27
what is above the projector screen,ceiling,image27
how many doors does the cupboard have,2,image44
what is the colour of the hair brush,pink,image44
what is right side of the tap,bottle_of_liquid,image44
how many framed pictures are there,2,image44
what is in between the toilet and cupboard,bottle_of_liquid,image45
what are the colours in the carpet,"yellow, blue",image45
how many tooth brush are there,2,image45
what is on the red pouch,makeup_brush,image45
how many bottles are there,2,image48
what is in between the tap and the shelf,bar_of_soap,image48
what is the colour of the bath tub,white,image48
how many tooth brushes are there,3,image49
what is in front of the tooth brush cup,toothpaste,image49
how many doors are there in the cupboard beneath the wash basin,2,image49
how many lights are there,2,image50
what is the smallest object on the sofa,book,image50
what is the largest object that is hung on the wall,picture,image50
what is behind the left most lamp,blinds,image50
what are predominantly filled in the rack,books,image51
how many sofas are there,2,image51
how many pictures are there,4,image51
how many books shelves are there,3,image52
what is in between the candle sticks and lamp,banana,image52
what is beneath the black table,"stool, stool",image52
what is beneath the letter stand,garbage_bin,image53
what is the object closest to the door,"shoe, wall_decoration",image53
what is the colour of the floor,brown,image53
how many large rectangle objects are there on the table,5,image54
how many chairs surround the table,6,image54
what is hung on the wall,"picture, picture",image54
what is right side of the laptop,book,image54
what is right side of the book,chair,image54
what is the round gray object,excercise_ball,image55
what is left side of the exercise ball,lamp,image55
what is on the wall,picture,image58
what is the largest object,bed,image58
how many pillows are there,2,image58
what is the colour of the comforter,green,image58
what is on the right side of the night stand,mirror,image64
what are the things on the night stand,"bottle_of_perfume, papers",image64
how many pillows are there on the bed,1,image64
what is in front of the pillow,comforter,image64
what are the colours visible,"white, brown",image65
what is behind the bed,wall,image65
what is at the right most edge of the table,lamp,image66
what is on the left most edge of the table,bottle_of_liquid,image66
what is on the left side of the book,perfume,image66
what is in front of the lamp on the table,paper,image66
how many photo frames are there,2,image66
what is on the left side of the cream,lint_roller,image67
what is the colour of the teddy bear,brown,image67
what is above the television,dvd_player,image68
how many drawer knobs are there beneath the television,8,image68
what is beneath the yellow paper on the bookshelf,box,image69
what is in front of the bookshelf,cloth_bag,image69
what is the colour of the cloth bag,pink,image69
what is on predominantly lying down on the bed,clothes,image70
what is on the left side of the bed,night_stand,image70
where are the flowers kept,vase,image70
what is on the pillow,bag,image71
how many pillows are there,2,image71
what are the white objects are there on the bed,"comforter, pillow",image71
what is in between the bed and night stand,"bottle_of_liquid, cables",image71
how many slippers are there,3,image72
what is in the shelf beneath the shelf of slippers,gift_wrapping_roll,image72
what is hung on the left most side of the rack,jacket,image72
what is on the right side of the rack,door,image72
how many pictures are there on the wall,3,image73
what is on the right side of the bottle of liquid,lamp,image73
what is in front of the lamp,fan,image73
what is on the night stand closer to the bed,books,image73
what is on the bed,"comforter, pillow",image73
what is behind the bed,curtain,image74
what are the colours visible,"red, white, pink, gray",image74
how many drawers are there,9,image75
what is on the right side of the table,curtain,image75
how many drawer knobs are there,11,image75
what is beneath the curtains,air_conditioner,image80
what is hing on the rack,hat,image80
what is in between the air conditioner and the rack,hockey_stick,image80
what is in the third shelf of the rack,books,image80
what is on the right side of the bed,night_stand,image81
what is on the left most side on night stand,lamp,image81
what is on the right side of the lamp,alarm_clock,image81
what is the largest object,bed,image81
what is in front of the pillow,clothes,image81
what is the red object,deoderant,image82
what is the black object in between the table and the bed,suitcase,image82
what is in front of the laptop,mouse,image83
what is on the left most side on the table,books,image83
what is on the right side of the books,calculator,image83
what is on the left side of the laptop,papers,image83
what are the colours of the clothes in the left side,"white, blue",image92
what is above the whit clothes,hat,image92
what is hung from the ceiling on the right side of the pillar,light,image92
what is the red object in front of the wall,lamp,image93
what is on the right side of the lamp,monitor,image93
what is on the right side of the monitor,telephone,image93
what is on the wall above the clothes,clock,image93
what is in front of the table,books,image93
what is beneath the hat,clothes,image94
what is on the left most side,shelves,image94
what is the colour of the hat,"black, white",image94
what is on the left side of the image95 behind the clothes,candle,image95
how many steps are there,3,image95
what are the colours of the clothes seen,"white, blue, black, gray",image95
how many clothes stand are there in the front,4,image95
how many stands are there in front of the pillar,2,image96
what are there in the shelves in front of the pillar,decorative_item,image96
what are dominantly filled in the shelves,cup,image97
what are the colours of the cups,"blue, purple, black, white",image97
how many shelves are visible,4,image97
how many shelves are there in the rack which is in front,3,image98
what is behind the cup stand,table,image98
what is on the left side table,stool,image98
what are the colours of the clothes,"pink, black, white, blue",image99
what is on the right side of the photo stand,"cup, stand",image100
what is on the left side of the photo stand,clothes,image100
what is in front of the black cups,book,image101
how many stands of cup are there,2,image101
how many shelves are there in the right stand,3,image101
what are the colours of the cups,"blue, black, white",image101
what is on the right side rack,bottle,image102
what is on the left side rack,cup,image102
how many doors do the cupboards have,6,image102
what is the colour of bottles in the last shelf,"blue, white, black",image102
what is in the rack,picture,image103
how many doors are there in the cupboard beneath the picture rack,2,image103
what is on the racks,books,image104
what is in front of the left rack,stand,image104
how many stools are there,2,image105
how many racks are visible,4,image105
what are the colours of the stool,"black, gray",image105
how many cartons are there,4,image106
how many cartons have a sticker on them,3,image106
how many shelves are there in the rack,7,image106
how many pillars are visible,4,image107
what is surrounding the pillar,table,image107
what is on the ceiling,pipe,image107
how many doors of the cupboard are open,1,image108
what is next to the black paper holders in the left side,tape,image108
what is kept below the shelf that has the tape,books,image108
how many machines are there,3,image109
what is in front of the pillar,"bin, books",image109
how many lights are visible,4,image109
what is in front of the cupboard,stand,image110
what is above the cupboards,books,image110
what is the colour of the equipment on the pillar,red,image110
how many monitors are there,3,image111
how many rows of shelves are there beneath the gray table,books,image111
how many pillars are visible,2,image111
what is the colour of the pillars,white,image112
what is behind the monitor that is in the centre,carton,image112
what is in front of the gray rack,garbage_bin,image112
what is the colour of the monitors,black,image112
what is the colour of the paper that is stuck on the left most side of the wall,black,image113
how many lights are hanging from the ceiling on the left most side,3,image114
what is on the first monitor on the left side,toy_doll,image114
what is in the shelves beneath the table,doll,image114
what is on the left side of the white clothes,bag,image115
how many red objects are there,1,image115
what are the colours of the clothes,"white, blue, black, pink, green",image115
what is the colour of the clothes in the last shelf,"red, blue, green",image116
how many colours of clothes are there,7,image116
what is in front of the wall,table,image116
what is on the right side of the table,jacket,image120
what is on the left most side of the whiteboard,plant,image120
what are the colours of markers used on the white board,"red, green, black",image120
what is in front of the desk,chair,image369
how many drawers are visible,3,image369
how many picture frames are there,2,image369
what is on the right side of the table,window,image369
what is on the table left side of the window,printer,image369
what is on the wall,framed_certificate,image370
what is beneath the desk,garbage_bin,image370
how many drawers are there on the left side shelf,3,image370
what is on the right side of the framed picture,paper_holder,image371
what is behind the framed picture,papers,image371
what is on the window,blinds,image371
what is on the sofa,"pillow, books",image372
what is on the left side of the sofa,table,image372
what is on the table,"books, paper",image372
what is on the right side of the sofa,window,image372
how any chairs are there,3,image373
what is on the right side of the chair on the table,laptop,image373
what is on the table predominantly,papers,image373
what is on the left side of the papers on the table,tissue_box,image373
what is the colour of the wall,red,image374
what is on the wall,picture,image374
what is beneath the pictures,sofa,image374
what is on the window,blinds,image375
what is the colour of the book on the table,red,image375
how many pillows are there on the sofa,2,image375
what are the colours of the books in the shelf,"black, red, white",image375
what is behind the tissue box,papers,image376
what is beneath the laptop table,garbage_bin,image376
what is the colour of the tables,black,image376
what is on the left side of the books,monitor,image377
what is beneath the monitor,dvd_player,image377
how many books are open above the monitor,1,image377
what is on the table,"paper, book",image378
what is on the right side of the cartons,bookshelf,image378
what is behind the chair,table,image378
what is on the left side of the table,laptop,image378
what is behind the laptop,ornamental_plant,image378
what is in between the chairs,table,image379
what is the biggest object on the table,lamp,image379
what is on the left side of the lamp,cordless_phone,image379
what is on the chair,pillow,image379
what is on the arm rest of the chair,remote_control,image379
what is on the left side of the table,sofa,image380
what is on the left most side on the table,tissue_box,image380
what is behind the tissue box,box,image380
what is on the wall,light,image380
what is the biggest object on the table,book,image380
how many drawers are there,10,image381
what is on the wall,light,image381
what is on the table,"picture, books, papers, decorative_item",image381
what is on the right side of the lamp,bookshelf,image381
how many chairs are visible,4,image381
what is behind the chair,curtain,image382
how many drawers are there,6,image382
what is in the last shelf on the right side of the lamp,cup,image382
what is on the left side of the light,bookshelf,image383
what is on the right side of the coffee table,chair,image383
how many picture frames are there on the table,3,image383
what is in front of the table,chair,image383
what is on the left side of the door,toy_doll,image391
what is beneath the toy doll,bag,image391
what is on the wall,"framed_certificate, picture",image391
what is on the table,"paper, tissue_box",image391
what is in front of the wall,chair,image391
what is on the chair,clothes,image391
what is on the left side of the books,remote_control,image392
what is on right side of the papers,business_cards,image392
what is on the left side of the papers that is on the left side of the business card,tissue_box,image392
what is in front of the chair,bag,image393
what is on the left side of the chair,table,image393
what is immediately on the left side of the chair,laptop,image393
what is on the left side of the laptop,printer,image393
what is behind the wooden stool,carton,image393
how many switch boards are there,2,image394
what is in front of the chair,bag,image394
what is the colour of the bag on the left side of the papers,blue,image394
what is on the left most side on the table,printer,image394
what is in front of the blinds,crib,image398
what is on the left side of the crib,carton,image398
what is on the right side of the crib,comforter,image398
what is on the left side of the comforter,lamp,image398
what is on the left side of the chair,stroller,image398
how many blinds are there,2,image398
what is the colour of the bag on the chair,pink,image399
what is on the left side of the pink bag,toy_doll,image399
what is behind the cartons,doll_house,image399
what is on the cartons,"book, bag",image400
what is on the carton in front of the doll house,toy,image400
what is the colour of the carton on the right side of the chair,blue,image401
what in between the blinds,jacket,image401
what is on the chair,toy,image401
what is in the crib,sheets,image401
what is the colour of the kid sofa in front of the table,purple,image402
what is on the right side of the kid sofa,toy_chair,image402
what is on the left side of the purple sofa,crib,image402
what is on the right side of the comforter,chart_roll,image402
what is in between the chairs,table,image403
what is the colour of the chairs,red,image403
what is in front of the chair,stool,image404
what is on the right side of the chair,ornamental_plant,image404
what is on the wall,picture,image404
how many drawers are there,3,image405
what is on the table,clothes,image405
what is on the floor,bottle_of_liquid,image405
what is on the right side of the table,washing_machine,image405
what is in front of the washing machine,laundry_basket,image405
how many knobs are visible,3,image406
what is on the drying machine,bottle_of_liquid,image406
what is the colour of the laundry basket,blue,image406
what is the colour of the clothes on the table,"green, blue, red",image406
what is behind the drying stand,window,image407
what is on the right side of the laundry basket,stand,image407
what is on the stand,clothes,image407
what is on the right side of the sink,microwave,image408
what is behind the tap,bottle_of_liquid,image408
what is beneath the table,garbage_bin,image408
what is on the left side of the table,stool,image408
what is on the left side of the stool,stand,image408
what is on the white stand,printer,image409
what is in between the stool and the table,basket,image409
what is the colour of the basket,blue,image409
what is on the left side of the black equipment,bottle_of_liquid,image410
what is on the right side of the black equipment,cup,image410
what is on the left side of the microwave,tissue_roll,image410
what is the colour of the garbage bin,black,image410
what is around the table,chair,image415
what is on the table,"cup, bag",image415
what is behind the table,refridgerator,image415
what is on the left side of the container,coffee_machine,image416
what is on the right side of the container,bottle_of_liquid,image416
what is on the right side of the bottle of liquid,tissue,image416
what is above the switch board,light,image416
what is on the right side of the door,water_cooler,image417
what is on the table,cell_phone,image417
what is beneath the sink,garbage_bin,image417
what is in front of the wall on the right most side,refridgerator,image417
what is on the bed,clothes,image418
what is on the left side of bed,blinds,image418
what is in front of the bed,chair,image418
what is the colour of the clothes on the chair,pink,image418
what is on the right side of the bed,table,image418
what is on the table,"tissue_box, remote_control",image419
what is on the right side of the baskets,books,image419
what is on the right side of the books,door,image419
what is in front of the doors,papers,image419
what is the colour of the object on the left side of the stand,white,image420
how many doors are not fixed,1,image420
what is the black object on the table,monitor,image421
what is on the right most side on the table,lamp,image421
what is on the left side of the cpu,plastic_box,image421
what is on the left side of the table,garbage_bin,image421
what is on the wall,picture,image421
what is in front of the monitor,keyboard,image421
what is on the left side of the sofa,foosball_table,image422
what is in front of the sofa,stool,image422
what is on the left side of the sofa,blinds,image422
what is on the wall,picture,image422
how many drawers are there,16,image423
what are the colours of the drawers,"purple, white",image423
what is above the drawers,television,image423
what is is front of the stool,container,image423
what is in between the sofa and foosball table,toy_chair,image424
what is on the sofa,pillow,image424
what is the colour of the sofa,brown,image424
what is on the stool,"sock, sock",image424
what is in front of the blinds,toy_horse,image425
what is on the left side of the toy horse,toy_chair,image425
what is in front of the cupboards,ladder,image425
what is the white object on the ground,ball,image425
what is in front of the ball,shoe,image425
what is on the left side of the cair,excercise_ball,image426
what is the largest object,pool_table,image426
what is behind the pool table,table,image426
what is behind the table,blinds,image426
what is above the pool table,light,image426
what is above the drawers,"cable_box, cables",image427
what is above the cables shelf,television,image427
what is in front of the cupboard door,excercise_ball,image427
what is on the right side of the exercise ball,chair,image427
what is on the right side of the blue chair,excercise_equipment,image428
what is is in between the chair and the exercise equipment,"cable_box, cables",image428
what is on the right side of the pool table,bag,image428
what is beneath the doors,drawer,image429
what is above the cupboards,television,image429
what is on the left side of the chair,excercise_equipment,image429
what is on the blue object,toy,image436
what is on the right side of the toy,table,image436
how many doors are open,2,image436
what is on the left side of the chair,toy,image437
what is on the wall,shelves,image437
what is on the right side of the shelves,blinds,image437
what is above the television,dvd_player,image437
what is in front of the blinds,foosball_table,image438
what is on the right side of the foosball table,desk,image438
what is on the desk,"doll_house, monitor, printer",image438
what is on the right side of the printer,whiteboard,image438
what is in front of the desk,sofa,image438
what is behind the sofa,whiteboard,image439
what is on the sofa,book,image439
what is on the right side of the whiteboard,door,image439
what is the colour of the markers on the white board,"blue, red, green",image439
what is in front of the wall,stool,image440
what is the colour of the toy,"yellow, blue, red",image440
what is in front of the wall,machine,image449
how many rolls are there in the shelf,2,image449
what is beneath the machines,table,image449
what is the colour of the table,"black, white",image449
what is in front of the poster,machine,image450
what is in front of the rack,paper,image450
what is on the right most side on the table,carton,image451
what is on the left most side on the table,wooden_plank,image451
how many drawers are there,5,image451
what is on the right most side on the table,machine,image451
how many chairs are there,4,image452
what is in between the chairs,stool,image452
what is on the stool,"decorative_item, picture",image452
what is on the wall,picture,image452
what is on the left most side on the table,clock,image453
what is in front of the clock,business_cards,image453
what is on the right side of the white box,paper,image453
what is on the chair,jacket,image453
what is on the paper,pen,image453
what is on the left most side of the chair,paper_holder,image454
what is beneath the chair,machine,image454
what is on the right side of the chair,monitor,image454
what is on the right side of the monitor,telephone,image454
what is on the right side of the telephone,printer,image454
how many jackets are there,2,image455
what is in front of keyboard on the table,paper,image455
what is in front of the table,chair,image455
how many chairs are there,2,image455
what is on the right side of the keyboard,mouse,image456
what is on the right side of the mouse,tape,image456
what is on the table predominantly,paper,image456
what is behind the monitor,calendar,image456
what is on the left side of the monitor,telephone,image456
how many ornamental plants are there,3,image457
what is on the right side of the ornamental plant,table,image457
what is the colour of the wall,pink,image457
what is behind the picture,ornamental_plant,image458
what is beneath the plant,table,image458
what is on the left side of the table,chair,image458
how many chairs are there,3,image458
what is behind the plants,window,image459
what is in front of the wall,stand,image459
what is in front of the wall,board,image460
what is on the bottom most shelf of the rack,basket,image460
what is on the left side of the rack,chair,image460
what is on the left side of the chair,table,image460
what is on the table,ornamental_plant,image460
how many drawers does the shelf have,4,image460
how many ornamental plants are there,3,image461
how many lights are there,4,image461
what is in between the ornamental plants,tissue_box,image461
what is behind the table,window,image461
what is around the table,chair,image467
how many chairs are there,3,image467
what is on the wall,wall_decoration,image467
what is the colour of the doors,brown,image468
what is the largest object,piano,image478
what is on the left side of the wooden wall,"chair, stool",image478
what is on the stool,books,image478
what is on the wooden wall,picture,image478
what is on the left side of the piano,sofa,image479
what is diagonally opposite to the piano,sofa,image479
how many chairs are visible,1,image479
how many shelves are visible,4,image480
what is the colour of the books in the second last shelf,"white, blue, red",image480
what is behind the sofa,window,image480
what is on the left most side on the table,cordless_phone,image481
what is on the right side of the book,"globe, globe_stand",image481
what is on the right side of the globe,stamp,image481
what is on the right side of the stamp,picture,image481
how many lights are on,1,image482
what is in front of the wall,table,image482
what is in front of the table,chair,image482
what is the colour of the wall,brown,image482
what is in front of the book rack,chair,image483
how many drawers are visible,3,image483
what is on the right side of the wall,door,image484
what is on the black colour stnad,"computer, keyboard",image485
what is on the right side of the stand,sofa,image485
what is on the left side of the wall,door,image485
what is in front of the sofa,carton,image486
what is on the sofa,pillow,image486
what is the colour of the sofa,brown,image486
what is the colour of the sofa,black,image487
what is on the wall,picture,image487
what is on the right side of the sofa,table,image487
what is on the table,"decorative_item, flower, vase",image487
what is on the table,lamp,image488
what is the colour of the lamp,"white, black",image488
what is behind the lamp,window,image488
what is on the left side of the table,vacuum_cleaner,image489
what is behind the vacuum cleaner,refridgerator,image489
what is the colour of the painting,"red, black",image489
what is in front of the rack,plastic_box,image490
what is on the right side of the white object,carton,image490
what is behind the carton,bottle,image490
how many chairs are visible,2,image490
what is on the left side of the wall,pipe,image491
what is beneath the shelf,basket,image491
what is the colour of the bag,black,image491
what is on the stand,towel,image492
what is on the left side of the stand,table,image492
what is beneath the shelf,washing_machine,image492
what is on the washing machine,bottle_of_liquid,image492
what is in between the stand and the washing machine,basket,image492
what is leaning against the wall on the right side,ironing_board,image492
what is on the washing machine,bottle_of_liquid,image493
what is on the table,bag,image493
what is the colour of the bag,"blue, black",image493
what is in front of the carpet,excercise_equipment,image494
what is beneath the shelf stand,carton,image494
what is the black object on the table,coffee_machine,image495
what is in front of the shelf,basket,image495
what is on the right side of the basket,carton,image495
what is on the last shelf,container,image495
what is on the table,"carton, basket",image496
what is in the container on the floor,stick,image496
what is in front of the table,garbage_bin,image496
what is the colour of the basket,blue,image496
what is in the hanger,towel,image497
what is on the left side of the towels,toilet,image497
what is on the left side of the toilet,garbage_bin,image497
what is on the left side of the bin,table,image497
what is on the table,"bottle_of_liquid, perfume, cream",image497
what is beneath the table,drawer,image497
what is on the left side of the table,curtain,image497
what is behind the table,window,image497
what is behind the curtain,bathtub,image498
what is on the left side of the tub,sink,image498
what is the colour of the perfume bottle,brown,image498
how many drawers are there,1,image498
what is beneath the drawer,towel,image498
what is on the right most side if the sink,tissue_roll,image499
what is on the wall above the sink,mirror,image499
what is on the right side of the mirror,clothing_hanger,image499
what is on the right side of the toilet,curtain,image499
how many people reflection are visible,2,image500
what is on the flush tank,tissue_box,image500
how many drawers are there,5,image500
what is the colour of the curtain,"blue, green",image501
what is on the right side of the curtain,bathtub,image501
what is on the wall,towel,image502
what is on the shelf,"light_bulb, towel",image502
what is beneath the shelf,carton,image502
what is on the flush tank,tissue_roll,image503
what is on the right side of the toilet,sink,image503
what is on the right side of the toilet,bottle_of_liquid,image503
what is on the wall on the left side of the bathtub,bottle_of_liquid,image504
what is on the right side of the bottle of liquid,toothbrush,image504
what is on the bathtub,curtain,image504
what is the on the hanger,towel,image504
what is on the left side of the tap,bottle_of_hand_wash_liquid,image505
what is on the right side of the tap,glass,image505
what is in front of the shaver,nailclipper,image505
what is on the left side of the shaver,cream,image505
what is on the table,book,image506
what is on the right side of the table,basket,image506
what is on the flush tank,tissue_box,image506
what is on the left side of the sink,garbage_bin,image507
what is above the sink,bottle_of_liquid,image507
what is on the right side of the bed,night_stand,image514
what is on the night stand,lamp,image514
what is beneath the lamp,drawer,image514
what is beneath the drawer,books,image514
what is on the right side of the night stand,basket,image514
what is on the wall,picture,image514
how many curtains are there,2,image514
what is on the bed table,tissue_box,image514
what is on the bed,"sheets, comforter",image527
what is on the wall,curtain,image527
what is on the right side of the bed,"table, drawer",image527
how many drawers are open,1,image527
what is behind the chair,table,image528
what is the red object on the table,bottle,image528
what is behind the bottle,monitor,image528
what is beneath the monitor,paper,image528
what is on the left side table,printer,image528
how many drawers are there,2,image529
what is on the left side of the printer,mirror,image529
what is on the left side of the mirror,garbage_bin,image529
what is on the left side of the garbage bin,laundry_basket,image529
